talk_id,public_url,speaker_name,headline,description,date given,event,duration,primary_language,published,tags,
341,https://www.ted.com/talks/jonathan_haidt_on_the_moral_mind,Jonathan Haidt,The moral roots of liberals and conservatives,"Psychologist Jonathan Haidt studies the five moral values that form the basis of our political choices, whether we're left, right or center. In this eye-opening talk, he pinpoints the moral values that liberals and conservatives tend to honor most.",February-08,TED2008,0:18:42,en,9/17/08,"culture,evolution,psychology,politics,morality,global issues,brain",
217,https://www.ted.com/talks/eve_ensler_on_security,Eve Ensler,What security means to me,"Playwright Eve Ensler explores our modern craving for security -- and why it makes us less secure. Listen for inspiring, heartbreaking stories of women making change.",July-05,TEDGlobal 2005,0:13:45,en,9/18/08,"spoken word,culture,global issues,war,technology,women,activism,violence",
353,https://www.ted.com/talks/david_s_rose_on_pitching_to_vcs,David S. Rose,How to pitch to a VC,Thinking startup? David S. Rose's rapid-fire TED U talk on pitching to a venture capitalist tells you the 10 things you need to know about yourself -- and prove to a VC -- before you fire up your slideshow.,March-07,TED2007,0:14:39,en,9/19/08,"presentation,investment,business,invention,technology",
351,https://www.ted.com/talks/marvin_minsky_on_health_and_the_human_mind,Marvin Minsky,Health and the human mind,"Listen closely -- Marvin Minsky's arch, eclectic, charmingly offhand talk on health, overpopulation and the human mind is packed with subtlety: wit, wisdom and just an ounce of wily, is-he-joking? advice.",February-03,TED2003,0:13:33,en,9/22/08,"humor,politics,health,science,technology,brain,humanity",
272,https://www.ted.com/talks/philip_zimbardo_on_the_psychology_of_evil,Philip Zimbardo,The psychology of evil,"Philip Zimbardo knows how easy it is for nice people to turn bad. In this talk, he shares insights and graphic unseen photos from the Abu Ghraib trials. Then he talks about the flip side: how easy it is to be a hero, and how we can rise to the challenge.",February-08,TED2008,0:23:16,en,9/23/08,"evil,prison,culture,peace,psychology,crime,children,global issues,education",
349,https://www.ted.com/talks/laura_trice_suggests_we_all_say_thank_you,Laura Trice,Remember to say thank you,"In this deceptively simple 3-minute talk, Dr. Laura Trice muses on the power of the magic words ""thank you"" -- to deepen a friendship, to repair a bond, to make sure another person knows what they mean to you. Try it.",February-08,TED2008,0:03:29,en,9/24/08,"culture,happiness,relationships,communication,parenting",
350,https://www.ted.com/talks/caleb_chung_plays_with_pleo,Caleb Chung,"Playtime with Pleo, your robotic dinosaur friend","Pleo the robot dinosaur acts like a living pet -- exploring, cuddling, playing, reacting and learning. Inventor Caleb Chung talks about Pleo and his wild toy career at EG07, on the week that Pleo shipped to stores for the first time.",December-07,EG 2007,0:18:27,en,9/25/08,"play,toy,entertainment,happiness,dinosaurs,design,invention,children,technology",
354,https://www.ted.com/talks/steven_pinker_chalks_it_up_to_the_blank_slate,Steven Pinker,Human nature and the blank slate,"Steven Pinker's book The Blank Slate argues that all humans are born with some innate traits. Here, Pinker talks about his thesis, and why some people found it incredibly upsetting.",February-03,TED2003,0:22:42,en,9/26/08,"TED Brain Trust,books,culture,philosophy,psychology,language,children,science,brain",
355,https://www.ted.com/talks/rodney_brooks_on_robots,Rodney Brooks,Robots will invade our lives,"In this prophetic talk from 2003, roboticist Rodney Brooks talks about how robots are going to work their way into our lives -- starting with toys and moving into household chores ... and beyond.",February-03,TED2003,0:18:47,en,9/29/08,"AI,design,technology,robots,intelligence,humanity",
356,https://www.ted.com/talks/stefan_sagmeister_on_what_he_has_learned,Stefan Sagmeister,Designing with slogans,"Rockstar designer Stefan Sagmeister delivers a short, witty talk on life lessons, expressed through surprising modes of design (including ... inflatable monkeys?).",February-08,TED2008,0:04:45,en,9/30/08,"TED Brain Trust,humor,happiness,work,art,design,education",
358,https://www.ted.com/talks/noah_feldman_says_politics_and_religion_are_technologies,Noah Feldman,Politics and religion are technologies,"Noah Feldman makes a searing case that both politics and religion -- whatever their differences -- are similar technologies, designed to efficiently connect and manage any group of people.",February-03,TED2003,0:15:07,en,10/1/08,"culture,religion,politics,democracy,global issues,war,social change,society",
359,https://www.ted.com/talks/liz_diller_plays_with_architecture,Liz Diller,The Blur Building and other tech-empowered architecture,"In this engrossing EG talk, architect Liz Diller shares her firm DS+R's more unusual work, including the Blur Building, whose walls are made of fog, and the revamped Alice Tully Hall, which is wrapped in glowing wooden skin.",December-07,EG 2007,0:19:24,en,10/2/08,"theater,art,architecture,cities,design",
360,https://www.ted.com/talks/james_nachtwey_fights_xdrtb,James Nachtwey,Moving photos of extreme drug-resistant TB,"An ancient disease is taking on a deadly new form. James Nachtwey share his powerful photographs of XDR-TB, a newly drug-resistant strain of tuberculosis that has developed due to misused and inadequate medical treatments -- and that might be touching off a global medical crisis.",October-08,TED Prize Wish,0:05:52,en,10/3/08,"photography,media,art,design,TED Prize,technology,communication",
361,https://www.ted.com/talks/david_perry_on_videogames,David Perry,Are games better than life?,"Game designer David Perry says tomorrow's videogames will be more than mere fun to the next generation of gamers. They'll be lush, complex, emotional experiences -- more involving and meaningful to some than real life. With an excerpt from Michael Highland's film ""As Real as Your Life.""",February-06,TED2006,0:21:06,en,10/6/08,"entertainment,business,gaming,design,technology",
363,https://www.ted.com/talks/doris_kearns_goodwin_on_learning_from_past_presidents,Doris Kearns Goodwin,Lessons from past presidents,"Historian Doris Kearns Goodwin talks about what we can learn from American presidents, including Abraham Lincoln and Lyndon Johnson. Then she shares a moving memory of her own father, and of their shared love of baseball.",February-08,TED2008,0:18:48,en,10/7/08,"sports,entertainment,storytelling,history,politics,work-life balance",
362,https://www.ted.com/talks/steven_johnson_on_the_web_as_a_city,Steven Johnson,The Web as a city,"Outside.in's Steven Johnson says the Web is like a city: built by many people, completely controlled by no one, intricately interconnected and yet functioning as many independent parts. While disaster strikes in one place, elsewhere, life goes on.",February-03,TED2003,0:16:30,en,10/8/08,"web,politics,cities,design,global issues,community,communication",
364,https://www.ted.com/talks/james_burchfield_plays_invisible_turntables,James Burchfield,Playing invisible turntables,"Human beatbox James ""AudioPoet"" Burchfield performs an intricate three-minute breakdown -- sexy, propulsive hip-hop rhythms and turntable textures -- all using only his voice.",February-03,TED2003,0:04:44,en,10/10/08,"humor,entertainment,illusion,live music,music,performance",
371,https://www.ted.com/talks/garrett_lisi_on_his_theory_of_everything,Garrett Lisi,An 8-dimensional model of the universe,"Physicist and surfer Garrett Lisi presents a controversial new model of the universe that -- just maybe -- answers all the big questions. If nothing else, it's the most beautiful 8-dimensional model of elementary particles and forces you've ever seen.",February-08,TED2008,0:21:26,en,10/14/08,"physics,science,technology",
372,https://www.ted.com/talks/paola_antonelli_previews_design_and_the_elastic_mind,Paola Antonelli,Design and the Elastic Mind,MOMA design curator Paola Antonelli previews the groundbreaking show Design and the Elastic Mind -- full of products and designs that reflect the way we think now.,December-07,EG 2007,0:17:40,en,10/15/08,"museums,art,design,brain",
375,https://www.ted.com/talks/virginia_postrel_on_glamour,Virginia Postrel,On glamour,"In a timely talk, cultural critic Virginia Postrel muses on the true meaning, and the powerful uses, of glamour -- which she defines as any calculated, carefully polished image designed to impress and persuade.",February-04,TED2004,0:16:15,en,10/16/08,"marketing,entertainment,illusion,culture,business,politics,beauty,performance",
377,https://www.ted.com/talks/dean_ornish_on_healing,Dean Ornish,Healing through diet,"Dean Ornish talks about simple, low-tech and low-cost ways to take advantage of the body's natural desire to heal itself.",February-04,TED2004,0:16:49,en,10/17/08,"health care,medicine,health,science",
374,https://www.ted.com/talks/john_hodgman_s_brief_digression,John Hodgman,"Aliens, love -- where are they?","Humorist John Hodgman rambles through a new story about aliens, physics, time, space and the way all of these somehow contribute to a sweet, perfect memory of falling in love.",February-08,TED2008,0:16:40,en,10/21/08,"extraterrestrial life,comedy,humor,entertainment,time,physics,love,science",
379,https://www.ted.com/talks/paul_maccready_on_nature_vs_humans,Paul MacCready,Nature vs. humans,"In 1998, aircraft designer Paul MacCready looks at a planet on which humans have utterly dominated nature, and talks about what we all can do to preserve nature's balance. His contribution: solar planes, superefficient gliders and the electric car.",Feb-98,TED1998,0:22:48,en,10/22/08,"flight,green,transportation,demo,drones,design,solar,technology",
366,https://www.ted.com/talks/mihaly_csikszentmihalyi_on_flow,Mihaly Csikszentmihalyi,"Flow, the secret to happiness","Mihaly Csikszentmihalyi asks, ""What makes a life worth living?"" Noting that money cannot make us happy, he looks to those who find pleasure and lasting satisfaction in activities that bring about a state of ""flow.""",February-04,TED2004,0:18:55,en,10/23/08,"music,culture,psychology,happiness,work,global issues",
381,https://www.ted.com/talks/kristen_ashburn_s_heart_rending_pictures_of_aids,Kristen Ashburn,The face of AIDS in Africa,"In this moving talk, documentary photographer Kristen Ashburn shares unforgettable images of the human impact of AIDS in Africa.",February-03,TED2003,0:04:37,en,10/24/08,"disease,photography,media,AIDS,Africa,health,global issues,science,activism",
365,https://www.ted.com/talks/jared_diamond_on_why_societies_collapse,Jared Diamond,Why do societies collapse?,"Why do societies fail? With lessons from the Norse of Iron Age Greenland, deforested Easter Island and present-day Montana, Jared Diamond talks about the signs that collapse is near, and how -- if we see it in time -- we can prevent it.",February-03,TED2003,0:18:21,en,10/27/08,"culture,history,environment,global issues,technology,social change,society",
383,https://www.ted.com/talks/rives_tells_a_story_of_mixed_emoticons,Rives,A story of mixed emoticons,Rives tells a typographical fairy tale that's short and bittersweet ;),February-08,TED2008,0:03:17,en,10/28/08,"humor,entertainment,media,poetry,love,storytelling,design",
385,https://www.ted.com/talks/toys_from_the_future,Zach Kaplan + Keith Schacht,Toys and materials from the future,"The Inventables guys, Zach Kaplan and Keith Schacht, demo some amazing new materials and how we might use them. Look for squishy magnets, odor-detecting ink, ""dry"" liquid and a very surprising 10-foot pole.",February-05,TED2005,0:15:46,en,10/30/08,"smell,toy,industrial design,business,materials,design,invention,creativity,science,technology",
386,https://www.ted.com/talks/newton_aduaka_tells_the_story_of_ezra,Newton Aduaka,The story of Ezra,"Filmmaker Newton Aduaka shows clips from his powerful, lyrical feature film ""Ezra,"" about a child soldier in Sierra Leone.",June-07,TEDGlobal 2007,0:18:44,en,10/31/08,"entertainment,culture,film,Africa,global issues,war,creativity",
673,https://www.ted.com/talks/jackie_tabick,Jackie Tabick,The balancing act of compassion,"While we all agree that compassion is a great idea, Rabbi Tabick acknowledges there are challenges to its execution. She explains how a careful balance of compassion and justice allows us to do good deeds, and keep our sanity.",August-09,TEDSalon 2009 Compassion,0:15:46,en,10/31/08,"charter for compassion,religion,compassion,global issues",
674,https://www.ted.com/talks/swami_dayananda_saraswati,Dayananda Saraswati,The profound journey of compassion,"Swami Dayananda Saraswati unravels the parallel paths of personal development and attaining true compassion. He walks us through each step of self-realization, from helpless infancy to the fearless act of caring for others.",August-09,Chautauqua Institution,0:16:54,en,10/31/08,"charter for compassion,religion,compassion,global issues,self",
675,https://www.ted.com/talks/james_forbes,James Forbes,Compassion at the dinner table,"Join Rev. James Forbes at the dinner table of his Southern childhood, where his mother and father taught him what compassion really means day to day -- sharing with those who need love.",August-09,Chautauqua Institution,0:18:38,en,10/31/08,"charter for compassion,faith,religion,compassion,life,global issues",
676,https://www.ted.com/talks/imam_feisal_abdul_rauf,Feisal Abdul Rauf,"Lose your ego, find your compassion","Imam Faisal Abdul Rauf combines the teachings of the Qur'an, the stories of Rumi, and the examples of Muhammad and Jesus, to demonstrate that only one obstacle stands between each of us and absolute compassion -- ourselves.",August-09,TEDSalon 2009 Compassion,0:16:47,en,10/31/08,"charter for compassion,religion,compassion,global issues",
677,https://www.ted.com/talks/robert_thurman_on_compassion,Robert Thurman,Expanding your circle of compassion,"It's hard to always show compassion -- even to the people we love, but Robert Thurman asks that we develop compassion for our enemies. He prescribes a seven-step meditation exercise to extend compassion beyond our inner circle.",August-09,Chautauqua Institution,0:18:07,en,10/31/08,"charter for compassion,religion,love,compassion,global issues,self",
679,https://www.ted.com/talks/robert_wright_the_evolution_of_compassion,Robert Wright,The evolution of compassion,"Robert Wright uses evolutionary biology and game theory to explain why we appreciate the Golden Rule (""Do unto others...""), why we sometimes ignore it and why there's hope that, in the near future, we might all have the compassion to follow it.",August-09,TEDSalon 2009 Compassion,0:16:56,en,10/31/08,"charter for compassion,evolution,compassion,global issues",
388,https://www.ted.com/talks/graham_hawkes_flies_through_the_ocean,Graham Hawkes,A flight through the ocean,"Graham Hawkes takes us aboard his graceful, winged submarines to the depths of planet Ocean (a.k.a. ""Earth""). It's a deep blue world we landlubbers rarely see in 3D.",February-05,TED2005,0:12:11,en,11/3/08,"oceans,business,design,invention,technology,exploration",
390,https://www.ted.com/talks/james_surowiecki_on_the_turning_point_for_social_media,James Surowiecki,The power and the danger of online crowds,"James Surowiecki pinpoints the moment when social media became an equal player in the world of news-gathering: the 2005 tsunami, when YouTube video, blogs, IMs and txts carried the news -- and preserved moving personal stories from the tragedy.",February-05,TED2005,0:16:59,en,11/4/08,"entertainment,culture,media,social media,technology,social change",
391,https://www.ted.com/talks/john_francis_walks_the_earth,John Francis,Walk the earth ... my 17-year vow of silence,"For almost three decades, John Francis has been a planetwalker, traveling the globe by foot and sail with a message of environmental respect and responsibility (for 17 of those years without speaking). A funny, thoughtful talk with occasional banjo.",February-08,TED2008,0:19:24,en,11/5/08,"environment,global issues,activism",
392,https://www.ted.com/talks/tim_brown_on_creativity_and_play,Tim Brown,Tales of creativity and play,"At the 2008 Serious Play conference, designer Tim Brown talks about the powerful relationship between creative thinking and play -- with many examples you can try at home (and one that maybe you shouldn't).",May-08,Serious Play 2008,0:27:58,en,11/6/08,"play,toy,art,design,creativity,education",
393,https://www.ted.com/talks/luca_turin_on_the_science_of_scent,Luca Turin,The science of scent,"What's the science behind a sublime perfume? With charm and precision, biophysicist Luca Turin explains the molecular makeup -- and the art -- of a scent.",February-05,TED2005,0:15:53,en,11/7/08,"smell,Senses,happiness,beauty,materials,science,technology",
394,https://www.ted.com/talks/lee_smolin_on_science_and_democracy,Lee Smolin,Science and democracy,"Physicist Lee Smolin talks about how the scientific community works: as he puts it, ""we fight and argue as hard as we can,"" but everyone accepts that the next generation of scientists will decide who's right. And, he says, that's how democracy works, too.",February-03,TED2003,0:12:25,en,11/10/08,"String theory,physics,politics,global issues,community,science,social change",
395,https://www.ted.com/talks/samantha_power_on_a_complicated_hero,Samantha Power,A complicated hero in the war on dictatorship,"Would you negotiate with someone you knew to be evil, to save lives? Samantha Power tells a story of a complicated hero, Sergio Vieira de Mello. This UN diplomat walked a thin moral line, negotiating with the world's worst dictators to help their people survive crisis. It's a compelling story told with a fiery passion.",February-08,TED2008,0:23:09,en,11/11/08,"politics,morality,global issues,terrorism,war,communication",
399,https://www.ted.com/talks/charles_elachi_on_the_mars_rovers,Charles Elachi,The story behind the Mars Rovers,"At Serious Play 2008, Charles Elachi shares stories from NASA's legendary Jet Propulsion Lab -- including tales and video from the Mars Rover project.",May-08,Serious Play 2008,0:28:17,en,11/12/08,"space,physics,Planets,design,science,technology,robots,exploration,solar system,Mars",
400,https://www.ted.com/talks/ursus_wehrli_tidies_up_art,Ursus Wehrli,Tidying up art,"Ursus Wehrli shares his vision for a cleaner, more organized, tidier form of art -- by deconstructing the paintings of modern masters into their component pieces, sorted by color and size.",February-06,TED2006,0:15:57,en,11/13/08,"simplicity,comedy,humor,entertainment,art,design,performance",
402,https://www.ted.com/talks/stewart_brand_on_the_long_now,Stewart Brand,The Long Now,"Stewart Brand works on the Clock of the Long Now, a timepiece that counts down the next 10,000 years. It's a beautiful project that asks us to think about the far, far future. Here, he discusses a tricky side problem with the Clock: Where can we put it?",February-04,TED2004,0:23:23,en,11/17/08,"TED Brain Trust,art,architecture,design,technology,future",
396,https://www.ted.com/talks/isaac_mizrahi_on_fashion_and_creativity,Isaac Mizrahi,Fashion and creativity,"Fashion designer Isaac Mizrahi spins through a dizzying array of inspirations -- from '50s pinups to a fleeting glimpse of a woman on the street who makes him shout ""Stop the cab!"" Inside this rambling talk are real clues to living a happy, creative life.",February-08,TED2008,0:14:16,en,11/18/08,"fashion,humor,entertainment,media,business,design,creativity",
403,https://www.ted.com/talks/franco_sacchi_on_nollywood,Franco Sacchi,"A tour of Nollywood, Nigeria's booming film industry","Zambia-born filmmaker Franco Sacchi tours us through Nollywood, Nigeria's booming film industry (the world's 3rd largest). Guerrilla filmmaking and brilliance under pressure from crews that can shoot a full-length feature in a week.",June-07,TEDGlobal 2007,0:17:34,en,11/19/08,"entertainment,culture,film,media,Africa,global issues,creativity,technology",
404,https://www.ted.com/talks/george_smoot_on_the_design_of_the_universe,George Smoot,The design of the universe,"At Serious Play 2008, astrophysicist George Smoot shows stunning new images from deep-space surveys, and prods us to ponder how the cosmos -- with its giant webs of dark matter and mysterious gaping voids -- got built this way.",May-08,Serious Play 2008,0:19:00,en,11/20/08,"space,culture,time,physics,dark matter,astronomy,design,science,technology",
405,https://www.ted.com/talks/bill_joy_muses_on_what_s_next,Bill Joy,"What I'm worried about, what I'm excited about","Technologist and futurist Bill Joy talks about several big worries for humanity -- and several big hopes in the fields of health, education and future tech.",February-06,TED2006,0:19:02,en,11/24/08,"business,health,science,technology,future",
406,https://www.ted.com/talks/dan_barber_s_surprising_foie_gras_parable,Dan Barber,A foie gras parable,"At the Taste3 conference, chef Dan Barber tells the story of a small farm in Spain that has found a humane way to produce foie gras. Raising his geese in a natural environment, farmer Eduardo Sousa embodies the kind of food production Barber believes in.",July-08,Taste3 2008,0:20:24,en,11/24/08,"sustainability,entertainment,food,global issues",
407,https://www.ted.com/talks/andy_hobsbawm_says_do_the_green_thing,Andy Hobsbawm,Do the green thing,Andy Hobsbawm shares a fresh ad campaign about going green -- and some of the fringe benefits.,February-08,TED2008,0:03:22,en,11/26/08,"humor,entertainment,media,sex,business,climate change,design,global issues",
408,https://www.ted.com/talks/gregory_petsko_on_the_coming_neurological_epidemic,Gregory Petsko,The coming neurological epidemic,"Biochemist Gregory Petsko makes a convincing argument that, in the next 50 years, we'll see an epidemic of neurological diseases, such as Alzheimer's, as the world population ages. His solution: more research into the brain and its functions.",February-08,TED2008,0:03:47,en,11/30/08,"aging,business,health,public health,science,technology,social change,brain",
409,https://www.ted.com/talks/richard_preston_on_the_giant_trees,Richard Preston,The mysterious lives of giant trees,"Science writer Richard Preston talks about some of the most enormous living beings on the planet, the giant trees of the US Pacific Northwest. Growing from a tiny seed, they support vast ecosystems -- and are still, largely, a mystery.",February-08,TED2008,0:19:31,en,12/2/08,"complexity,trees,writing,nature,science,exploration",
410,https://www.ted.com/talks/the_inspiration_of_second_life,Philip Rosedale,Life in Second Life,"Why build a virtual world? Philip Rosedale talks about the virtual society he founded, Second Life, and its underpinnings in human creativity. It's a place so different that anything could happen.",May-08,Serious Play 2008,0:28:31,en,12/3/08,"virtual reality,entertainment,entrepreneur,life,cities,computers,community,technology,communication",
411,https://www.ted.com/talks/reinventing_the_car,Larry Burns,The future of cars,"General Motors veep Larry Burns previews cool next-gen car design: sleek, customizable (and computer-enhanced) vehicles that run clean on hydrogen -- and pump energy back into the electrical grid when they're idle.",February-05,TED2005,0:09:12,en,12/4/08,"energy,green,cars,alternative energy,design,technology,future",
412,https://www.ted.com/talks/nick_sears_demos_the_orb,Nick Sears,Demo: The Orb,"Inventor Nick Sears demos the first generation of the Orb, a rotating persistence-of-vision display that creates glowing 3D images. A short, cool tale of invention.",March-07,TED2007,0:03:58,en,12/5/08,"entertainment,demo,design,invention,animation,technology",
413,https://www.ted.com/talks/david_holt_plays_mountain_music,David Holt,The joyful tradition of mountain music,"Folk musician and storyteller David Holt plays the banjo and shares photographs and old wisdom from the Appalachian Mountains. He also demonstrates some unusual instruments like the mouth bow -- and a surprising electric drum kit he calls ""thunderwear.""",February-04,TED2004,0:25:17,en,12/7/08,"entertainment,live music,music,culture,storytelling,demo,invention",
414,https://www.ted.com/talks/eva_zeisel_on_the_playful_search_for_beauty,Eva Zeisel,The playful search for beauty,"The ceramics designer Eva Zeisel looks back on a 75-year career. What keeps her work as fresh today (her latest line debuted in 2008) as in 1926? Her sense of play and beauty, and her drive for adventure. Listen for stories from a rich, colorful life.",February-01,TED2001,0:18:09,en,12/9/08,"play,art,politics,design,creativity,exploration",
416,https://www.ted.com/talks/dennis_vanengelsdorp_a_plea_for_bees,Dennis vanEngelsdorp,A plea for bees,"Bees are dying in droves. Why? Leading apiarist Dennis vanEngelsdorp looks at the gentle, misunderstood creature's important place in nature and the mystery behind its alarming disappearance.",July-08,Taste3 2008,0:16:28,en,12/10/08,"insects,bees,disease,food,animals,life,nature",
418,https://www.ted.com/talks/jay_walker_s_library_of_human_imagination,Jay Walker,My library of human imagination,"Jay Walker, curator of the Library of Human Imagination, conducts a surprising show-and-tell session highlighting a few of the intriguing artifacts that backdropped the 2008 TED stage.",February-08,TED2008,0:07:09,en,12/14/08,"books,entertainment,library,culture,entrepreneur,business,design,invention,technology,innovation",
420,https://www.ted.com/talks/dan_gilbert_researches_happiness,Dan Gilbert,Why we make bad decisions,Dan Gilbert presents research and data from his exploration of happiness -- sharing some surprising tests and experiments that you can also try on yourself. Watch through to the end for a sparkling Q&A with some familiar TED faces.,July-05,TEDGlobal 2005,0:33:38,en,12/16/08,"TED Brain Trust,entertainment,culture,choice,psychology,happiness,goal-setting,self,brain,society",
419,https://www.ted.com/talks/benjamin_wallace_on_the_price_of_happiness,Benjamin Wallace,The price of happiness,"Can happiness be bought? To find out, author Benjamin Wallace sampled the world's most expensive products, including a bottle of 1947 Chateau Cheval Blanc, 8 ounces of Kobe beef and the fabled (notorious) Kopi Luwak coffee. His critique may surprise you.",July-08,Taste3 2008,0:14:40,en,12/17/08,"books,entertainment,culture,food,happiness,business,writing",
421,https://www.ted.com/talks/penelope_boston,Penelope Boston,There might just be life on Mars,"So the Mars Rovers didn't scoop up any alien lifeforms. Scientist Penelope Boston thinks there's a good chance -- a 25 to 50 percent chance, in fact -- that life might exist on Mars, deep inside the planet's caves. She details how we should look and why.",February-06,TED2006,0:18:29,en,12/17/08,"geology,extraterrestrial life,Planets,life,science,technology,universe,exploration,solar system,Mars",
422,https://www.ted.com/talks/steven_strogatz_on_sync,Steven Strogatz,The science of sync,"Mathematician Steven Strogatz shows how flocks of creatures (like birds, fireflies and fish) manage to synchronize and act as a unit -- when no one's giving orders. The powerful tendency extends into the realm of objects, too.",February-04,TED2004,0:21:58,en,12/22/08,"biology,biomechanics,math,science,technology,society",
423,https://www.ted.com/talks/nicholas_negroponte_takes_olpc_to_colombia,Nicholas Negroponte,Taking OLPC to Colombia,"TED follows Nicholas Negroponte to Colombia as he delivers laptops inside territory once controlled by guerrillas. His partner? Colombia's Defense Department, who see One Laptop per Child as an investment in the region. (And you too can get involved.)",December-08,TED in the Field,0:06:48,en,12/22/08,"One Laptop Per Child,philanthropy,politics,computers,design,children,global issues,technology,education",
424,https://www.ted.com/talks/jennifer_8_lee_looks_for_general_tso,Jennifer 8. Lee,The hunt for General Tso,Reporter Jennifer 8. Lee talks about her hunt for the origins of familiar Chinese-American dishes -- exploring the hidden spots where these two cultures have (so tastily) combined to form a new cuisine.,July-08,Taste3 2008,0:16:38,en,12/24/08,"Asia,culture,food,business,history,global issues,exploration",
426,https://www.ted.com/talks/kary_mullis_on_what_scientists_do,Kary Mullis,Play! Experiment! Discover!,"Biochemist Kary Mullis talks about the basis of modern science: the experiment. Sharing tales from the 17th century and from his own backyard-rocketry days, Mullis celebrates the curiosity, inspiration and rigor of good science in all its forms.",February-02,TED2002,0:29:32,en,1/5/09,"microbiology,DNA,biology,curiosity,history,science,technology",
427,https://www.ted.com/talks/john_maeda_on_design,John Maeda,My journey in design,"Designer John Maeda talks about his path from a Seattle tofu factory to the Rhode Island School of Design, where he became president in 2008. Maeda, a tireless experimenter and a witty observer, explores the crucial moment when design met computers.",May-08,Serious Play 2008,0:17:06,en,1/6/09,"curiosity,code,computers,design,technology,programming,education,personal growth",
428,https://www.ted.com/talks/paul_sereno_digs_up_dinosaurs,Paul Sereno,Digging up dinosaurs,"Strange landscapes, scorching heat and (sometimes) mad crocodiles await scientists seeking clues to evolution's genius. Paleontologist Paul Sereno talks about his surprising encounters with prehistory -- and a new way to help students join the adventure.",February-05,TED2005,0:21:46,en,1/7/09,"paleontology,evolution,biology,Africa,animals,history,dinosaurs,life,exploration,education",
429,https://www.ted.com/talks/paul_moller_on_the_skycar,Paul Moller,My dream of a flying car,Paul Moller talks about the future of personal air travel -- the marriage of autos and flight that will give us true freedom to travel off-road. He shows two things he's working on: the Moller Skycar (a jet + car) and a passenger-friendly hovering disc.,February-04,TED2004,0:15:39,en,1/8/09,"transportation,design,invention,technology,engineering",
430,https://www.ted.com/talks/greg_lynn_on_organic_design,Greg Lynn,Organic algorithms in architecture,Greg Lynn talks about the mathematical roots of architecture -- and how calculus and digital tools allow modern designers to move beyond the traditional building forms. A glorious church in Queens (and a titanium tea set) illustrate his theory.,February-05,TED2005,0:18:54,en,1/9/09,design,
431,https://www.ted.com/talks/rob_forbes_on_ways_of_seeing,Rob Forbes,Ways of seeing,"Rob Forbes, the founder of Design Within Reach, shows a gallery of snapshots that inform his way of seeing the world. Charming juxtapositions, found art, urban patterns -- this slideshow will open your eyes to the world around you.",February-06,TED2006,0:15:37,en,1/12/09,"photography,business,beauty,design,exploration",
432,https://www.ted.com/talks/scott_mccloud_on_comics,Scott McCloud,The visual magic of comics,"In this unmissable look at the magic of comics, Scott McCloud bends the presentation format into a cartoon-like experience, where colorful diversions whiz through childhood fascinations and imagined futures that our eyes can hear and touch.",February-05,TED2005,0:17:08,en,1/13/09,"books,entertainment,art,history,computers,design,children,creativity,future",
433,https://www.ted.com/talks/peter_reinhart_on_bread,Peter Reinhart,The art and craft of bread,"Batch to batch, crust to crust ... In tribute to the beloved staple food, baking master Peter Reinhart reflects on the cordial couplings (wheat and yeast, starch and heat) that give us our daily bread. Try not to eat a slice.",July-08,Taste3 2008,0:15:34,en,1/14/09,"books,food,love,art,life,chemistry,science",
434,https://www.ted.com/talks/joseph_pine_on_what_consumers_want,Joseph Pine,What consumers want,"Customers want to feel what they buy is authentic, but ""Mass Customization"" author Joseph Pine says selling authenticity is tough because, well, there's no such thing. He talks about a few experiences that may be artificial but make millions anyway.",February-04,TED2004,0:14:19,en,1/15/09,"consumerism,shopping,business,creativity",
435,https://www.ted.com/talks/paula_scher_gets_serious,Paula Scher,"Great design is serious, not solemn","Paula Scher looks back at a life in design (she's done album covers, books, the Citibank logo ...) and pinpoints the moment when she started really having fun. Look for gorgeous designs and images from her legendary career.",May-08,Serious Play 2008,0:21:56,en,1/16/09,"typography,entertainment,happiness,art,design",
436,https://www.ted.com/talks/david_carson_on_design,David Carson,Design and discovery,Great design is a never-ending journey of discovery -- for which it helps to pack a healthy sense of humor. Sociologist and surfer-turned-designer David Carson walks through a gorgeous (and often quite funny) slide deck of his work and found images.,February-03,TED2003,0:22:39,en,1/19/09,"typography,humor,photography,design,exploration",
439,https://www.ted.com/talks/jamais_cascio_looks_ahead,Jamais Cascio,Tools for a better world,We all want to make the world better -- but how? Jamais Cascio looks at some specific tools and techniques that can make a difference. It's a fascinating talk that might just inspire you to act.,February-06,TED2006,0:16:15,en,1/21/09,"culture,global issues,technology,future,social change",
437,https://www.ted.com/talks/barry_schuler_genomics_101,Barry Schuler,Genomics 101,"What is genomics? How will it affect our lives? In this intriguing primer on the genomics revolution, entrepreneur Barry Schuler says we can at least expect healthier, tastier food. He suggests we start with the pinot noir grape, to build better wines.",July-08,Taste3 2008,0:21:26,en,1/22/09,"entrepreneur,genetics,food,biology,science,technology",
441,https://www.ted.com/talks/sherwin_nuland_on_hope,Sherwin Nuland,The extraordinary power of ordinary people,"Sherwin Nuland, a surgeon and a writer, meditates on the idea of hope -- the desire to become our better selves and make a better world. It's a thoughtful 12 minutes that will help you focus on the road ahead.",February-03,TED2003,0:12:36,en,1/23/09,"philanthropy,philosophy,writing",
